movies_row,movie_title,book_row,book_title,cosine_sim,label
617,Agora,826,The Memoirs of Cleopatra,0.4266146719455719,1
617,Agora,3554,Antony and Cleopatra,0.42604711651802063,1
1792,Pain & Gain,8587,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs",0.29987064003944397,0
1792,Pain & Gain,8946,"Taking Shots (Assassins, #1)",0.2922646999359131,0
1792,Pain & Gain,9369,Flash Boys: A Wall Street Revolt,0.2686149477958679,0
2568,The Craft,4882,"The Worst Witch (Worst Witch, #1)",0.4821248948574066,1
2568,The Craft,7418,"The Witch's Daughter (The Witch's Daughter, #1)",0.4787846803665161,1
2568,The Craft,7287,"Witches of East End (The Beauchamp Family, #1)",0.4588879942893982,1
1970,Zack and Miri Make a Porno,8305,"The Marriage Bargain (Marriage to a Billionaire, #1)",0.3712678551673889,0
1970,Zack and Miri Make a Porno,8488,"The Marriage Mistake (Marriage to a Billionaire, #3)",0.3690226674079895,0
1970,Zack and Miri Make a Porno,9049,"Friend-Zoned (Friend-Zoned, #1)",0.3408307135105133,0
2043,Homefront,2951,"Rich Dad, Poor Dad",0.35519325733184814,0
2043,Homefront,4687,Sleepers,0.30686530470848083,0
2043,Homefront,4767,Getting to Yes: Negotiating an Agreement Without Giving In,0.3053719699382782,0
585,War Horse,5574,"War Horse (War Horse, #1)",0.4279332160949707,1
585,War Horse,1544,"The Winds of War (The Henry Family, #1)",0.3311326503753662,0
585,War Horse,2357,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",0.32747411727905273,0
1399,In Time,1368,The Time Machine/The Invisible Man,0.36584246158599854,0
1399,In Time,189,The Time Machine,0.3575625717639923,0
1399,In Time,8420,The Time Keeper,0.34505388140678406,0
3487,Novocaine,5745,"Faceless Killers (Kurt Wallander, #1)",0.3357674777507782,0
3487,Novocaine,1089,"Kiss the Girls (Alex Cross, #2)",0.3357085883617401,0
3487,Novocaine,6602,"Evil at Heart (Archie Sheridan & Gretchen Lowell, #3)",0.334998220205307,0
2022,The Bridges of Madison County,1127,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",0.3723044991493225,0
2022,The Bridges of Madison County,652,The Metamorphosis and Other Stories,0.3671652376651764,0
2022,The Bridges of Madison County,1088,"Honeymoon (Honeymoon, #1)",0.3545878529548645,0
621,The Finest Hours,1408,In the Heart of the Sea: The Tragedy of the Whaleship Essex,0.340890496969223,0
621,The Finest Hours,5242,The Endurance: Shackleton's Legendary Antarctic Expedition,0.31312239170074463,0
621,The Finest Hours,3613,The Perfect Storm: A True Story of Men Against the Sea,0.3114011883735657,0
2027,I Am Sam,364,The Drama of the Gifted Child: The Search for the True Self,0.4614037871360779,1
2027,I Am Sam,331,Sickened: The Memoir of a Munchausen by Proxy Childhood,0.4465562105178833,1
2027,I Am Sam,6661,After,0.4309254288673401,1
2760,Dirty Work,5746,"Separation of Power (Mitch Rapp, #5)",0.38934171199798584,0
2760,Dirty Work,6662,"Pursuit of Honor (Mitch Rapp, #12)",0.38625970482826233,0
2760,Dirty Work,1772,"Act of Treason (Mitch Rapp, #9)",0.3824504017829895,0
3524,Standing Ovation,9562,Girl in a Band,0.34871020913124084,0
3524,Standing Ovation,471,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",0.31582704186439514,0
3524,Standing Ovation,9526,Roller Girl,0.31297552585601807,0
3626,The Sweet Hereafter,9859,A Mother's Reckoning: Living in the Aftermath of Tragedy,0.36602461338043213,0
3626,The Sweet Hereafter,4872,"Flat Stanley (Flat Stanley, #1)",0.33618488907814026,0
3626,The Sweet Hereafter,6814,Mockingbird,0.33448326587677,0
1583,Star Trek V: The Final Frontier,5122,"Showdown (Paradise, #1)",0.3031873106956482,0
1583,Star Trek V: The Final Frontier,5121,"Red: The Heroic Rescue (The Circle, #2)",0.30150866508483887,0
1583,Star Trek V: The Final Frontier,8244,Free Will,0.2898569107055664,0
879,Law Abiding Citizen,449,The Innocent Man: Murder and Injustice in a Small Town,0.43367987871170044,1
879,Law Abiding Citizen,9342,Just Mercy: A Story of Justice and Redemption,0.3797759413719177,0
879,Law Abiding Citizen,3235,The Tenth Justice,0.3719680905342102,0
2269,Butterfly on a Wheel,4800,"Kidnapped (David Balfour, #1)",0.3420031666755676,0
2269,Butterfly on a Wheel,7750,"The Abduction (Theodore Boone, #2)",0.3419564664363861,0
2269,Butterfly on a Wheel,364,The Drama of the Gifted Child: The Search for the True Self,0.34148722887039185,0
4379,The Act of Killing,8210,Ghettoside: A True Story of Murder in America,0.4312279224395752,1
4379,The Act of Killing,954,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,0.40755152702331543,1
4379,The Act of Killing,2523,Requiem for a Dream,0.38772064447402954,0
548,Snake Eyes,4054,Wiseguy,0.3292117714881897,0
548,Snake Eyes,9460,"Dominic (Slater Brothers, #1)",0.3181712031364441,0
548,Snake Eyes,5745,"Faceless Killers (Kurt Wallander, #1)",0.31584644317626953,0
4368,Brigham City,449,The Innocent Man: Murder and Injustice in a Small Town,0.3691594898700714,0
4368,Brigham City,7563,"The Preacher (Patrik Hedström, #2)",0.34336578845977783,0
4368,Brigham City,6176,"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs",0.3299323618412018,0
4449,Crying with Laughter,958,Boy's Life,0.3974906802177429,0
4449,Crying with Laughter,1657,Filth,0.3559552729129791,0
4449,Crying with Laughter,9232,"Cibola Burn (The Expanse, #4)",0.34929198026657104,0
4089,Thirteen,3460,Perfect,0.48459628224372864,1
4089,Thirteen,9145,Sisters,0.4671105146408081,1
4089,Thirteen,5743,"Judy Moody (Judy Moody, # 1)",0.4614013731479645,1
2890,The Life Before Her Eyes,9859,A Mother's Reckoning: Living in the Aftermath of Tragedy,0.4198172688484192,1
2890,The Life Before Her Eyes,6826,"By the Time You Read This, I'll Be Dead",0.39958736300468445,0
2890,The Life Before Her Eyes,6648,Hate List,0.3938455581665039,0
3117,Motherhood,9859,A Mother's Reckoning: Living in the Aftermath of Tragedy,0.3777807354927063,0
3117,Motherhood,9946,The Mothers,0.3756592273712158,0
3117,Motherhood,7469,Battle Hymn of the Tiger Mother,0.36013978719711304,0
3095,Illuminata,4171,Arsenic and Old Lace,0.4003971219062805,1
3095,Illuminata,1258,Cyrano de Bergerac,0.39159077405929565,0
3095,Illuminata,1007,Long Day's Journey Into Night,0.3869261145591736,0
2206,Ghost Town,1581,Haunted,0.3481210470199585,0
2206,Ghost Town,4247,"Unnatural Death (Lord Peter Wimsey, #3)",0.32829222083091736,0
2206,Ghost Town,4246,"Clouds of Witness (Lord Peter Wimsey, #2)",0.3269820809364319,0
2977,Stripes,2361,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,0.3524087071418762,0
2977,Stripes,2584,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,0.348410040140152,0
2977,Stripes,4502,"The Ghost Brigades (Old Man's War, #2)",0.347859263420105,0
99,The Fast and the Furious,8587,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs",0.27769336104393005,0
99,The Fast and the Furious,8946,"Taking Shots (Assassins, #1)",0.26630789041519165,0
99,The Fast and the Furious,9460,"Dominic (Slater Brothers, #1)",0.2578977346420288,0
3239,28 Days Later,1299,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,0.5211471319198608,1
3239,28 Days Later,2181,"The Ghost Map: The Story of London's Most Terrifying Epidemic - and How It Changed Science, Cities, and the Modern World",0.44068145751953125,1
3239,28 Days Later,1852,The Great Influenza: The Story of the Deadliest Pandemic in History,0.37189239263534546,0
2131,Selena,3555,The Story of a Shipwrecked Sailor,0.3940143585205078,0
2131,Selena,5905,Las batallas en el desierto,0.3874923586845398,0
2131,Selena,1646,El coronel no tiene quien le escriba,0.383091539144516,0
208,The 13th Warrior,7307,الطنطورية,0.3439377546310425,0
208,The 13th Warrior,2368,The Haj,0.34031838178634644,0
208,The 13th Warrior,2935,"Enemy of God (The Warlord Chronicles, #2)",0.33439406752586365,0
4106,The Diary of a Teenage Girl,4731,Sleeping Beauty: a Little Golden Book (Disney Princess),0.4060613214969635,1
4106,The Diary of a Teenage Girl,5976,"Sleeping Beauty (Disney Princess, 5)",0.3887433707714081,0
4106,The Diary of a Teenage Girl,5569,Stellaluna,0.38790595531463623,0
2473,Vicky Cristina Barcelona,2777,"Lucia, Lucia",0.3281519412994385,0
2473,Vicky Cristina Barcelona,9817,The Last Painting of Sara de Vos,0.32740700244903564,0
2473,Vicky Cristina Barcelona,4819,Almost French: Love and a New Life in Paris,0.3221992254257202,0
4561,Bloody Sunday,911,Dubliners,0.31008094549179077,0
4561,Bloody Sunday,1750,How the Irish Saved Civilization,0.282723069190979,0
4561,Bloody Sunday,8909,"March: Book One (March, #1)",0.2765383720397949,0
2215,Burnt,2073,Kitchen Confidential: Adventures in the Culinary Underbelly,0.306402325630188,0
2215,Burnt,4613,"Catering to Nobody (A Goldy Bear Culinary Mystery, #1)",0.2974611818790436,0
2215,Burnt,6392,The Private Patient (Adam Dalgliesh #14),0.2965339422225952,0
840,Ronin,6022,"The Likeness (Dublin Murder Squad, #2)",0.4059492349624634,1
840,Ronin,9406,"The Secret Place (Dublin Murder Squad, #5)",0.37222790718078613,0
840,Ronin,7776,"Broken Harbour (Dublin Murder Squad, #4)",0.3705335855484009,0
1501,Stigmata,4134,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,0.41798460483551025,1
1501,Stigmata,7563,"The Preacher (Patrik Hedström, #2)",0.3956783711910248,0
1501,Stigmata,1781,Pope Joan,0.3744414448738098,0
2797,The Boy in the Striped Pyjamas,2277,The Boy in the Striped Pajamas,0.3939474821090698,0
2797,The Boy in the Striped Pyjamas,4773,Auschwitz: A Doctor's Eyewitness Account,0.3878110647201538,0
2797,The Boy in the Striped Pyjamas,5766,Auschwitz,0.38776493072509766,0
84,47 Ronin,9313,Colorless Tsukuru Tazaki and His Years of Pilgrimage,0.3643527626991272,0
84,47 Ronin,1159,Snow Country,0.35015133023262024,0
84,47 Ronin,1412,Underground: The Tokyo Gas Attack and the Japanese Psyche,0.3492908477783203,0
1390,Underworld: Rise of the Lycans,7500,The Darkest Secret (Lords of the Underworld #7),0.4901972711086273,1
1390,Underworld: Rise of the Lycans,6157,The Darkest Kiss (Lords of the Underworld #2),0.4627254009246826,1
1390,Underworld: Rise of the Lycans,7098,The Darkest Lie (Lords of the Underworld #6),0.45533227920532227,1
4442,"For a Good Time, Call...",9752,"The Deal (Off-Campus, #1)",0.3769475817680359,0
4442,"For a Good Time, Call...",9906,"The Score (Off-Campus, #3)",0.37583979964256287,0
4442,"For a Good Time, Call...",6568,Best Friends Forever,0.3614426255226135,0
2083,The Best Little Whorehouse in Texas,3422,"Preacher, Volume 1: Gone to Texas",0.2754441201686859,0
2083,The Best Little Whorehouse in Texas,4613,"Catering to Nobody (A Goldy Bear Culinary Mystery, #1)",0.2750557065010071,0
2083,The Best Little Whorehouse in Texas,2909,The Lady & Sons Savannah Country Cookbook,0.27128997445106506,0
2847,My Baby's Daddy,9276,"Until Lilly (Until, #3)",0.3923669457435608,0
2847,My Baby's Daddy,4149,What to Expect When You're Expecting,0.38099056482315063,0
2847,My Baby's Daddy,8711,"The Proposal (The Proposition, #2)",0.3600570261478424,0
276,Harry Potter and the Chamber of Secrets,9995,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",0.3714861273765564,0
276,Harry Potter and the Chamber of Secrets,6105,Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D,0.33745020627975464,0
276,Harry Potter and the Chamber of Secrets,6,"Harry Potter Collection (Harry Potter, #1-6)",0.33513015508651733,0
1488,Safe,7552,"The Silent Girl (Rizzoli & Isles, #9)",0.41470563411712646,1
1488,Safe,6541,Shanghai Girls (Shanghai Girls #1),0.3891926407814026,0
1488,Safe,6813,The Man from Beijing,0.385576456785202,0
1347,A Man Apart,5707,"Gentle Rogue (Malory-Anderson Family, #3)",0.3224136531352997,0
1347,A Man Apart,5546,Prisoner of My Desire,0.2998729944229126,0
1347,A Man Apart,8617,"Affliction (Anita Blake, Vampire Hunter #22)",0.2931455373764038,0
4582,What Happens in Vegas,8305,"The Marriage Bargain (Marriage to a Billionaire, #1)",0.41605159640312195,1
4582,What Happens in Vegas,8488,"The Marriage Mistake (Marriage to a Billionaire, #3)",0.40582555532455444,1
4582,What Happens in Vegas,8447,"The Marriage Trap (Marriage to a Billionaire, #2)",0.39989787340164185,0
85,Captain America: The Winter Soldier,3971,"Area 7 (Shane Schofield, #2)",0.41130512952804565,1
85,Captain America: The Winter Soldier,3968,"Ice Station (Shane Schofield, #1)",0.4070430099964142,1
85,Captain America: The Winter Soldier,7068,"Foreign Influence (Scot Harvath, #9)",0.38584020733833313,0
3782,Joe,1539,The Five Dysfunctions of a Team: A Leadership Fable,0.24186116456985474,0
3782,Joe,2790,"A Child Called ""It"" (Dave Pelzer #1)",0.20907965302467346,0
3782,Joe,203,The Lost Boy (Dave Pelzer #2),0.20659874379634857,0
3618,UHF,5972,Predictably Irrational: The Hidden Forces That Shape Our Decisions,0.28741562366485596,0
3618,UHF,6060,Sway: The Irresistible Pull of Irrational Behavior,0.2649391293525696,0
3618,UHF,7176,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,0.2581495940685272,0
575,Vanilla Sky,7474,Unbearable Lightness: A Story of Loss and Gain,0.38965028524398804,0
575,Vanilla Sky,6097,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer",0.3767232298851013,0
575,Vanilla Sky,191,Blindness,0.36198264360427856,0
3450,Caddyshack,9473,Scoring Wilder,0.32661014795303345,0
3450,Caddyshack,9933,"The Goal (Off-Campus, #4)",0.3210098147392273,0
3450,Caddyshack,113,Moneyball: The Art of Winning an Unfair Game,0.3184618353843689,0
383,Twister,1094,"When the Wind Blows (When the Wind Blows, #1)",0.32161659002304077,0
383,Twister,3613,The Perfect Storm: A True Story of Men Against the Sea,0.32022714614868164,0
383,Twister,3633,"The Lake House (When the Wind Blows, #2)",0.30439072847366333,0
3696,Fast Times at Ridgemont High,5488,Rumble Fish,0.3908979296684265,0
3696,Fast Times at Ridgemont High,3801,Jaws,0.3849942088127136,0
3696,Fast Times at Ridgemont High,3633,"The Lake House (When the Wind Blows, #2)",0.37853866815567017,0
4750,The Naked Ape,5046,Planet of the Apes,0.33445674180984497,0
4750,The Naked Ape,2300,"Tarzan of the Apes (Tarzan, #1)",0.33442068099975586,0
4750,The Naked Ape,4467,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",0.28727686405181885,0
3509,Emma,7035,"Married By Morning (The Hathaways, #4)",0.4058932662010193,1
3509,Emma,6225,"Seduce Me at Sunrise (The Hathaways, #2)",0.37664783000946045,0
3509,Emma,9978,"Royally Screwed (Royally, #1)",0.3667576313018799,0
1936,Tank Girl,3517,"Swamp Thing, Vol. 1: Saga of the Swamp Thing",0.3910233974456787,0
1936,Tank Girl,8234,"Wonder Woman, Volume 1: Blood",0.3593156933784485,0
1936,Tank Girl,9603,"Ms. Marvel, Vol. 2: Generation Why",0.3352978825569153,0
297,Blood Diamond,2700,Black Hawk Down,0.361622154712677,0
297,Blood Diamond,2109,Up Country,0.34872889518737793,0
297,Blood Diamond,7099,War,0.3158697485923767,0
4327,Casablanca,5412,Season of Migration to the North,0.31544750928878784,0
4327,Casablanca,4841,Nine Parts of Desire: The Hidden World of Islamic Women,0.30382466316223145,0
4327,Casablanca,5558,Out of Africa,0.2870623469352722,0
2372,Megaforce,5374,The Incredible Hulk: Planet Hulk,0.2547377943992615,0
2372,Megaforce,1546,"Forever Peace (The Forever War, #2)",0.2219022810459137,0
2372,Megaforce,5906,"Courageous (The Lost Fleet, #3)",0.21189454197883606,0
1400,The Back-Up Plan,8712,"Forever My Girl (The Beaumont Series, #1)",0.3908103108406067,0
1400,The Back-Up Plan,8659,"The Proposition (The Proposition, #1)",0.38188397884368896,0
1400,The Back-Up Plan,8711,"The Proposal (The Proposition, #2)",0.3633101284503937,0
576,Lady in the Water,3633,"The Lake House (When the Wind Blows, #2)",0.3253035545349121,0
576,Lady in the Water,627,The Beach House,0.32389435172080994,0
576,Lady in the Water,9466,"The Job (Fox and O'Hare, #3)",0.31077006459236145,0
952,Beverly Hills Cop III,5709,Big Trouble,0.33358627557754517,0
952,Beverly Hills Cop III,4770,Johnny Mnemonic,0.3276922106742859,0
952,Beverly Hills Cop III,4054,Wiseguy,0.31867334246635437,0
3383,Mother and Child,4149,What to Expect When You're Expecting,0.4891091585159302,1
3383,Mother and Child,23,What to Expect the First Year (What to Expect),0.40550440549850464,1
3383,Mother and Child,6898,"The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search",0.3994532823562622,0
1444,The Young Victoria,411,"The Devil Wears Prada (The Devil Wears Prada, #1)",0.4545567035675049,1
1444,The Young Victoria,8721,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)",0.35678064823150635,0
1444,The Young Victoria,3608,"The Lion's Lady (Crown's Spies, #1)",0.34865593910217285,0
1316,Precious,2965,Push,0.47509899735450745,1
1316,Precious,6241,A Mercy,0.46488678455352783,1
1316,Precious,2736,for colored girls who have considered suicide/when the rainbow is enuf,0.445597767829895,1
3290,Pathology,4727,The Killer Inside Me,0.35192492604255676,0
3290,Pathology,2048,"The Third Victim (Quincy & Rainie, #2)",0.33056652545928955,0
3290,Pathology,3566,Zodiac,0.32661351561546326,0
2040,The Glass House,4163,"The Problem Child (The Sisters Grimm, #3)",0.41913968324661255,1
2040,The Glass House,3671,"Once Upon a Crime (The Sisters Grimm, #4)",0.3847167193889618,0
2040,The Glass House,1782,"Glass Houses (The Morganville Vampires, #1)",0.38128983974456787,0
3654,Fascination,5064,Presumed Innocent,0.42648619413375854,1
3654,Fascination,1560,A Simple Plan,0.38362759351730347,0
3654,Fascination,3609,"Heartbreaker (Buchanan-Renard, #1)",0.3813397288322449,0
2948,The Guru,4674,Q & A,0.47273120284080505,1
2948,The Guru,4897,India After Gandhi: The History of the World's Largest Democracy,0.47137197852134705,1
2948,The Guru,323,Maximum City: Bombay Lost and Found,0.42899632453918457,1
1084,The Glimmer Man,549,Portrait of a Killer: Jack the Ripper - Case Closed,0.4346175491809845,1
1084,The Glimmer Man,1085,"Jack & Jill (Alex Cross, #3)",0.4141234755516052,1
1084,The Glimmer Man,3849,"Birdman (Jack Caffery, #1)",0.41207319498062134,1
3801,1776,4667,The Declaration of Independence and The Constitution of the United States,0.4632607102394104,1
3801,1776,100,1776,0.4445950984954834,1
3801,1776,3312,The Constitution of the United States of America,0.3778047561645508,0
3109,Welcome to the Rileys,2391,Where Are the Children?,0.4347499907016754,1
3109,Welcome to the Rileys,4033,Two Little Girls in Blue,0.4338493347167969,1
3109,Welcome to the Rileys,2999,"Heaven, Texas (Chicago Stars, #2)",0.43342098593711853,1
4693,She's Gotta Have It,1524,The Art of Seduction,0.3877090811729431,0
4693,She's Gotta Have It,7348,"When Beauty Tamed the Beast (Fairy Tales, #2)",0.38035300374031067,0
4693,She's Gotta Have It,7122,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,0.37985023856163025,0
1350,Snow Falling on Cedars,1412,Underground: The Tokyo Gas Attack and the Japanese Psyche,0.29223352670669556,0
1350,Snow Falling on Cedars,1408,In the Heart of the Sea: The Tragedy of the Whaleship Essex,0.2906448543071747,0
1350,Snow Falling on Cedars,2869,Cod: A Biography of the Fish that Changed the World,0.2639654874801636,0
506,Despicable Me 2,8426,"Vicious (Villains, #1)",0.3248612582683563,0
506,Despicable Me 2,8210,Ghettoside: A True Story of Murder in America,0.2744910717010498,0
506,Despicable Me 2,9358,"Killing Sarai (In the Company of Killers, #1)",0.2663158178329468,0
1863,Million Dollar Arm,5502,Ball Four,0.4599112868309021,1
1863,Million Dollar Arm,7528,Those Guys Have All the Fun: Inside the World of ESPN,0.4518706202507019,1
1863,Million Dollar Arm,113,Moneyball: The Art of Winning an Unfair Game,0.4022403359413147,1
4604,The Prophecy,7281,"The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life beyond This World",0.3978547155857086,0
4604,The Prophecy,8779,"Gabriel's Redemption (Gabriel's Inferno, #3)",0.3874671459197998,0
4604,The Prophecy,8131,"Wicked Nights (Angels of the Dark, #1)",0.38343876600265503,0
2955,Copying Beethoven,5033,Faust,0.3726281523704529,0
2955,Copying Beethoven,1196,Faust: First Part,0.3676033318042755,0
2955,Copying Beethoven,3820,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",0.35353097319602966,0
4737,Queen Crab,4705,"Wolf Brother (Chronicles of Ancient Darkness, #1)",0.2846563458442688,0
4737,Queen Crab,3565,"Meg (MEG, #1)",0.2744830846786499,0
4737,Queen Crab,6891,The Darkest Passion (Lords of the Underworld #5),0.2547169327735901,0
3003,Dogma,883,Hell's Angels: A Strange and Terrible Saga,0.35371530055999756,0
3003,Dogma,8131,"Wicked Nights (Angels of the Dark, #1)",0.33794957399368286,0
3003,Dogma,7098,The Darkest Lie (Lords of the Underworld #6),0.33776482939720154,0
1934,Say It Isn't So,8421,The Boy Who Sneaks in My Bedroom Window,0.4482484459877014,1
1934,Say It Isn't So,9650,"Hero (Hero, #1)",0.43761730194091797,1
1934,Say It Isn't So,8826,"Fallen Crest Family (Fallen Crest High, #2)",0.43467578291893005,1
393,102 Dalmatians,5196,"The 101 Dalmatians (The Hundred and One Dalmatians, #1)",0.36412978172302246,0
393,102 Dalmatians,4317,"Shiloh (Shiloh, #1)",0.36086180806159973,0
393,102 Dalmatians,6928,One Good Dog,0.3466542959213257,0
3043,Get Over It,8111,A Midsummer's Nightmare,0.38681328296661377,0
3043,Get Over It,9401,"Until You (Fall Away, #1.5)",0.38492274284362793,0
3043,Get Over It,9555,"The Hook Up (Game On, #1)",0.3812108039855957,0
2544,Not Another Teen Movie,7331,Prom and Prejudice,0.3613898754119873,0
2544,Not Another Teen Movie,5825,"Stand Tall, Molly Lou Melon",0.3330184817314148,0
2544,Not Another Teen Movie,1851,Twelve Angry Men,0.32963305711746216,0
4785,Clean,4182,Beautiful Boy: A Father's Journey Through His Son's Addiction,0.3842882513999939,0
4785,Clean,9505,"Addicted to You (Addicted, #1)",0.3449971079826355,0
4785,Clean,6661,After,0.31817251443862915,0
867,The Godfather: Part III,1565,The Sicilian,0.31348708271980286,0
867,The Godfather: Part III,9369,Flash Boys: A Wall Street Revolt,0.30968689918518066,0
867,The Godfather: Part III,105,Liar's Poker,0.3094797730445862,0
3069,"Jeff, Who Lives at Home",7040,"Unleashed (Ross Siblings, #1)",0.3128790855407715,0
3069,"Jeff, Who Lives at Home",2582,"His Needs, Her Needs: Building an Affair-Proof Marriage",0.29456374049186707,0
3069,"Jeff, Who Lives at Home",203,The Lost Boy (Dave Pelzer #2),0.2784234881401062,0
2081,Molly,3026,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,0.39877575635910034,0
2081,Molly,6814,Mockingbird,0.36379724740982056,0
2081,Molly,3008,Dibs in Search of Self,0.3608825206756592,0
1890,Don Juan DeMarco,1551,Shutter Island,0.33330100774765015,0
1890,Don Juan DeMarco,191,Blindness,0.33174920082092285,0
1890,Don Juan DeMarco,3113,The Teachings of Don Juan: A Yaqui Way of Knowledge ,0.32516488432884216,0
3466,Tales from the Hood,5601,"The Interpretation of Murder (Freud, #1)",0.41054755449295044,1
3466,Tales from the Hood,3534,Cabal,0.3975406289100647,0
3466,Tales from the Hood,856,Nightmares and Dreamscapes,0.3900853395462036,0
4085,Smoke Signals,1290,Alexander Hamilton,0.4141344130039215,1
4085,Smoke Signals,4941,Schindler's List,0.4077798128128052,1
4085,Smoke Signals,3042,Bury My Heart at Wounded Knee: An Indian History of the American West,0.3980714678764343,0
4411,ZMD: Zombies of Mass Destruction,6135,"Infected (Infected, #1)",0.38316529989242554,0
4411,ZMD: Zombies of Mass Destruction,6765,"The Walking Dead, Vol. 11: Fear the Hunters",0.3606172204017639,0
4411,ZMD: Zombies of Mass Destruction,8376,The Zombie Room,0.35754579305648804,0
4181,Hang 'em High,8210,Ghettoside: A True Story of Murder in America,0.3650691509246826,0
4181,Hang 'em High,4479,"Death Without Company (Walt Longmire, #2)",0.35637348890304565,0
4181,Hang 'em High,3622,"The Cold Dish (Walt Longmire, #1)",0.3144514560699463,0
4437,Bambi,5639,Bambi,0.4850855767726898,1
4437,Bambi,5474,Bambi,0.48331218957901,1
4437,Bambi,6711,"Forest Born (The Books of Bayern, #4)",0.48094332218170166,1
2060,Out of the Furnace,4789,"A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",0.4036039412021637,1
2060,Out of the Furnace,7612,The Sisters Brothers,0.3696975111961365,0
2060,Out of the Furnace,4054,Wiseguy,0.3631284236907959,0
1177,Sin City,4987,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",0.5509960055351257,1
1177,Sin City,5052,"Sin City, Vol. 3: The Big Fat Kill (Sin City, #3)",0.4773465394973755,1
1177,Sin City,2775,"Sin City, Vol. 4: That Yellow Bastard (Sin City, #4)",0.4734232425689697,1
1197,Horrible Bosses 2,7984,"Infamous (Chronicles of Nick, #3)",0.37384483218193054,0
1197,Horrible Bosses 2,6878,"Infinity (Chronicles of Nick, #1)",0.33810269832611084,0
1197,Horrible Bosses 2,3942,"The Black Company (The Chronicles of the Black Company, #1)",0.3364444375038147,0
4221,Buffalo '66,9401,"Until You (Fall Away, #1.5)",0.38165825605392456,0
4221,Buffalo '66,8749,"Convicted (Consequences, #3)",0.3636939823627472,0
4221,Buffalo '66,8534,"This Girl (Slammed, #3)",0.3464260697364807,0
430,Lilo & Stitch,9715,Kulti,0.4129888415336609,1
430,Lilo & Stitch,5533,Llama Llama Mad at Mama,0.37310826778411865,0
430,Lilo & Stitch,5532,Is Your Mama a Llama?,0.3654440939426422,0
798,The Internship,3468,Founders at Work: Stories of Startups' Early Days,0.36473023891448975,0
798,The Internship,9614,How Google Works,0.3627081513404846,0
798,The Internship,3681,The Smartest Guys in the Room: The Amazing Rise and Scandalous Fall of Enron,0.35242322087287903,0
3145,Poltergeist III,7112,"Ghost Town (The Morganville Vampires, #9)",0.3231543302536011,0
3145,Poltergeist III,5982,The Suspicions of Mr. Whicher: A Shocking Murder and the Undoing of a Great Victorian Detective,0.30771103501319885,0
3145,Poltergeist III,4602,"Silent in the Grave (Lady Julia Grey, #1)",0.30768388509750366,0
3369,Rabbit-Proof Fence,4509,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,0.31098413467407227,0
3369,Rabbit-Proof Fence,2090,One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1),0.2806072235107422,0
3369,Rabbit-Proof Fence,7384,Cinderella Ate My Daughter: Dispatches from the Frontlines of the New Girlie-Girl Culture,0.2774865925312042,0
474,Evolution,2617,"The Secret Diary of Adrian Mole, Aged 13 3/4  (Adrian Mole, #1)",0.36843258142471313,0
474,Evolution,6359,Marcelo in the Real World,0.3528099060058594,0
474,Evolution,2859,An Anthropologist on Mars: Seven Paradoxical Tales,0.35119691491127014,0
3807,The Helpers,656,Fear and Loathing in Las Vegas,0.313251256942749,0
3807,The Helpers,5203,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,0.28895485401153564,0
3807,The Helpers,1639,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,0.28475499153137207,0
